Unnamed: 0,country,description,points,price,province,taster_name,title,variety,winery
6491,Spain,"Chunky pithy stone-fruit and citrus aromas are sketchy, while the palate is tangy and none too pleasant. Flavors of mealy citrus fruits and a finish with the consistency of orange juice do nothing to help this along.",82,20.0,Galicia,Michael Schachner,Altos de Cristimil 2015 Albariño (Rías Baixas),Albariño,Altos de Cristimil
6492,Spain,"Wiry and volatile aromas of vinegar and saucy berry fruits fail to impress. This Monastrell-Tempranillo blend is hard and tannic, with murky berry flavors that are also a bit weedy. Heat and a lack of ripeness mar the finish.",82,10.0,Levante,Michael Schachner,Marques Escriba 2013 Monastrell-Tempranillo Red (Jumilla),Red Blend,Marques Escriba
6493,Argentina,"Berry and lemon-peel aromas come with a note of plastic. This feels narrow and acidic, and thus scraping. Tart plum and spice flavors lead to an herbal high-acid palate that leaves a sour lasting impression.",82,11.0,Other,Michael Schachner,Casa Montes 2014 Ampakama Cabernet Sauvignon (San Juan),Cabernet Sauvignon,Casa Montes
6494,US,"It's not possible to analyze vineyard practices from afar, but this wine is thin, tart and astringent, suggesting such possibilities as over-cropping, picking too early, or simply the wrong clones. In any event, it's a flavorless wine with no varietal character.",82,28.0,Oregon,Paul Gregutt,Del Rio 2014 Cabernet Sauvignon (Rogue Valley),Cabernet Sauvignon,Del Rio
6495,US,"The aromas show notes of game, vanilla and grape Jolly Rancher, with the volatiles amped up. The flavors bring a mixture of sweet and tart, tussling through the finish.",82,20.0,Washington,Sean P. Sullivan,Oak Knoll NV Toasted Cow 5th Edition Red (Columbia Valley (WA)),Red Blend,Oak Knoll
6496,Spain,"Dusty apple aromas set up a foamy palate with no depth or structure. This tastes of bready apple and pear in front of a bland, yeasty finish that nose dives at the count of three.",82,10.0,Spain Other,Michael Schachner,Bodegas Lozano NV Ophicus Brut Cuvée Sparkling (Spain),Sparkling Blend,Bodegas Lozano
6497,Italy,"Aromas of game, cured meat, mature violet and a whiff of barnyard lead the nose. It's extremely simple and diluted, with fleeting tannins and brisk acidity. Tried two bottles, same notes.",82,37.0,Piedmont,Kerin O’Keefe,Il Chiosso 2008  Ghemme,Nebbiolo,Il Chiosso
6498,Spain,"The 2013 vintage may not have been good in Spain, but this is really struggling. Green aromas are sharp and suggest vinegar. This feels hard as a pile of rocks, with herbal flavors of green tomato and rustic plum. An herbal-tasting astringent finish will win no new friends.",82,23.0,Northern Spain,Michael Schachner,Marqués de Vargas 2013 Conde de San Cristóbal  (Ribera del Duero),Red Blend,Marqués de Vargas
6499,Italy,"Diluted and lean, this opens with aromas recalling wet soil and cut flowers past their prime. The thin über-simple palate isn't very expressive, showing mere suggestions of dried sour cherry and an earthy note.",82,15.0,Central Italy,Kerin O’Keefe,Pigro 2014  Montepulciano d'Abruzzo,Montepulciano,Pigro
6500,Argentina,"Earthy plum and raspberry aromas are probing and raw. This feels acidic to the point of cutting. Sour, salty, herbal red-fruit flavors are gritty and rough on the finish. This is Salta Cabernet in its most raw, least appealing form.",82,11.0,Other,Michael Schachner,Quara 2015 Estate Cabernet Sauvignon (Cafayate),Cabernet Sauvignon,Quara
6501,Portugal,"This wine is woody, showing concentrated toast and vanilla flavors. It seems to be missing its fruit.",82,20.0,Douro,Roger Voss,Roncão 2012 Quinta da Levandeira Reserva Red (Douro),Portuguese Red,Roncão
6502,US,"This dilute red wine could be anything. It's green, tannic, and generic.",82,35.0,Oregon,Paul Gregutt,Del Rio 2013 Syrah (Rogue Valley),Syrah,Del Rio
6503,Portugal,This wine is perfumed with geranium aromas and rhubarb flavors. It is strange and not likely to improve.,82,30.0,Douro,Roger Voss,Quinta do Romeu 2012 Reserva Red (Douro),Portuguese Red,Quinta do Romeu
6504,Argentina,"Earthy aromas of animal and stewed black fruits set up a hot palate with oaky mint and clove flavors. This is gripping and warm on the finish, with an excess of oak and hard tannins.",82,15.0,Other,Michael Schachner,Haarth 2013 Made With Organic Grapes Bonarda (Argentina),Bonarda,Haarth
6505,Spain,"This brut sparkler is out there on the nose, as earthy, not-too-fresh aromas of peanuts and compost set up a coarse palate. Nutty stale citrus flavors end in sour fashion, with a hint of mustard.",82,10.0,Catalonia,Michael Schachner,Hacienda del Carche NV Brut Sparkling (Cava),Sparkling Blend,Hacienda del Carche
6506,Spain,"Light in color, sketchy on the nose and dilute on the palate, all of which means this has discernible issues. Bland flavors suggest grape skins, while this is flat, wheaty and yeasty tasting on the finish.",81,10.0,Central Spain,Michael Schachner,Trencalòs 2015 Sauvignon Blanc (Vino de la Tierra de Castilla),Sauvignon Blanc,Trencalòs
6507,Spain,"Hot rubbery untamed aromas need help. This Syrah-led blend feels clampy and rough. Salty murky black-fruit flavors are herbal and wild, and there's no help coming on the finish, which is grabby.",81,15.0,Catalonia,Michael Schachner,Josep Grau Viticultor 2015 L'Efecte Volador Red (Montsant),Red Blend,Josep Grau Viticultor
6508,Argentina,"The intent here seems to be a low-alcohol “pure” expression of Bonarda. But with volatile high-toned cherry and raspberry aromas along with a narrow scouring palate, this comes across as tart and lean. Sour herbal red-plum flavors are raw on the finish.",81,15.0,Mendoza Province,Michael Schachner,Via Revolucionaria 2015 Pura Bonarda (Mendoza),Bonarda,Via Revolucionaria
6509,Spain,"Oxidized apricot aromas comprise the bulk of the nose on this weird oak-aged Albariño. Flavors of apricot, peach pit and quince quickly turn bitter, while the finish is flabby. Overall this is sketchy, with few attributes.",81,29.0,Galicia,Michael Schachner,Altos de Torona 2013 Barrica Albariño (Rías Baixas),Albariño,Altos de Torona
6511,Spain,"There's virtually no bouquet to this wine, and the palate follows suit with a flat feel and hollow, faded flavors of balsamic-doused cherry and herb. It seems aged and dried out.",83,10.0,Central Spain,Michael Schachner,Finca Vieja 2004 Reserva Tempranillo (La Mancha),Tempranillo,Finca Vieja
6513,France,"Fruity, ripe and round, this is simple Chardonnay that gives pleasure from its warm texture and softness. The apple flavor leads to a gentle finish.",83,15.0,Burgundy,Roger Voss,Lupé-Cholet 2010  Bourgogne,Chardonnay,Lupé-Cholet
6516,US,"Hints of chalk dust and savory stem and leaf notes detract from the bright peach, grapefruit and flower notes on both the nose and palate. Dry in style, but its a shade sugary on the attack.",83,16.0,New York,Anna Lee C. Iijima,Silver Thread 2011 Gewurztraminer (Finger Lakes),Gewürztraminer,Silver Thread
6518,France,"A dirty nose spoils this otherwise attractive, easy, crisp Chablis. The palate has some notes of yeast and bright white fruit, with a citrusy finish.",83,21.0,Burgundy,Roger Voss,Domaine L. Chatelain 2011  Chablis,Chardonnay,Domaine L. Chatelain
6519,France,"This is a lean, acid-driven wine, without much in the way of generous fruit. It has a green strawberry note, with a light sense of structure and a minerally finish.",83,18.0,Burgundy,Roger Voss,L. Tramier & Fils 2010 La Minée  (Bourgogne),Pinot Noir,L. Tramier & Fils
6523,Spain,"Stewy yet flush, with shearing acids, this has a meaty, leafy aroma that sets up the angular palate. Flavors of stewed berry, spiced tomato and burnt leaves turn slightly bitter on what amounts to a short finish.",83,15.0,Central Spain,Michael Schachner,Gladium 2009 Crianza Tempranillo (La Mancha),Tempranillo,Gladium
6528,Spain,"This has a reedy red-berry aroma and a citrus note. Confirmation of the bouquet comes on the palate, which is lean and scouring, with red plum, pomegranate and herb flavors. The finish is cleansing, but it doesn't show much substance.",83,10.0,Central Spain,Michael Schachner,Santa Quiteria 2010 Altitud 1.100 Garnacha Tintorera Alicante Bouschet (Almansa),Alicante Bouschet,Santa Quiteria
6529,Spain,"A jammy raspberry aroma comes with milk chocolate and plastic scents. It feels pulpy yet spunky, with red plum and strawberry flavors. The mild finish doesn't evolve or expand, but it registers as being fresh.",83,13.0,Central Spain,Michael Schachner,Bodegas Navarro López 2009 Old Vines Crianza Tempranillo (Valdepeñas),Tempranillo,Bodegas Navarro López
6532,Spain,"Dusty and yeasty on the nose, this has an eggy, sweaty note. It feels good but drifts a bit on the palate, while the flavors run stalky and sweet, with a touch of apple for crispness.",83,10.0,Catalonia,Michael Schachner,Jaume Serra NV Cristalino Extra-Dry Sparkling (Cava),Sparkling Blend,Jaume Serra
6534,US,"This blend of 75% Pinot Grigio and 15% Vermentino is a light, simple quaff with some snap to it and not much on the finish.",83,8.0,California,Virginie Boone,Peltier 2011 Hybrid Pinot Grigio (Lodi),Pinot Grigio,Peltier
6535,US,"This weighty Vermentino has splashes of Sauvignon Blanc and Pinot Grigio. It tastes as though it spent a great amount of time in barrel, however the aging vessel is listed as 100% stainless steel.",83,8.0,California,Virginie Boone,Peltier 2011 Hybrid Vermentino (Lodi),Vermentino,Peltier
6537,France,"This is a combination of tropical fruits and tight acidity, making for an unbalanced wine that seems not to know its way.",83,23.0,Burgundy,Roger Voss,Domaine Verret et Fils 2010  Chablis,Chardonnay,Domaine Verret et Fils
6538,France,"This is very soft and lacking in definition, with a light texture. However, it does have a crisp apple flavor and a line of acidity that gives freshness.",83,12.0,Burgundy,Roger Voss,Georges Duboeuf 2011  Mâcon-Villages,Chardonnay,Georges Duboeuf
6540,US,"Generous floral and honeylike aromas lead to flavors of Fuji apples and Anjou pears with a rounded, fairly crisp texture. This wine is not typical for the varietal, but is tasty and enjoyable.",85,12.0,California,Jim Gordon,Middle Sister NV Surfer Chick Sauvignon Blanc (California),Sauvignon Blanc,Middle Sister
6541,Chile,"Meaty plum and Band-Aid aromas are less than exact but not bad or false for Pinot Noir. This feels a bit thick and gummy, while dense, spicy plum flavors finish mildly bitter as this winds its way down.",85,15.0,Casablanca Valley,Michael Schachner,Quintay 2014 Clava Reserve Pinot Noir (Casablanca Valley),Pinot Noir,Quintay
6542,US,"Grass, herb and passion-fruit aromas are followed by citrus and tropical flavors. It's pleasant but the concentration seems lacking.",85,22.0,Washington,Sean P. Sullivan,14 Hands 2014 The Reserve Sauvignon Blanc (Horse Heaven Hills),Sauvignon Blanc,14 Hands
6543,Chile,"Hot and fiery, this red is meaty, spicy and herbal on the nose. The disjointed palate shows baked, spicy plum and herbal flavors. A smoky, meaty flavor and forced, creamy-oak tone carry the finish.",85,10.0,Curicó Valley,Michael Schachner,Santa Alba 2013 Reserve Carmenère (Curicó Valley),Carmenère,Santa Alba
6544,US,"Honey is the dominant star in this bottling, drizzled all over yellow apples on the nose. The golden liquid also shows strong on the palate, with flavors of pears and apples soaked in honey water.",85,30.0,California,Matt Kettmann,Sarah's Vineyard 2013 Viognier (Santa Clara Valley),Viognier,Sarah's Vineyard
6545,US,"Grassy in style, this ripe, viscous white provides good value, bright and bittersweet in passionfruit and pineapple. Viscous, it ends full-figured.",85,15.0,California,Virginie Boone,St. Francis 2014 Sauvignon Blanc (Sonoma County),Sauvignon Blanc,St. Francis
6546,US,"Spry lemon and white grapefruit flavors are stark and steely in this dry-style Riesling. It's not deeply concentrated on the palate, but refreshingly quaffable.",85,15.0,New York,Anna Lee C. Iijima,Thirsty Owl Wine Company 2014 Dry Riesling (Finger Lakes),Riesling,Thirsty Owl Wine Company
6547,US,"Violet, tilled earth and red currant tones mark the nose and palate. The crisp acidity races down the midpalate, leading the fleeting flavors and mild tannins to a short finish.",85,34.0,Arizona,Alexander Peartree,Flying Leap 2013 Tempranillo (Sonoita),Tempranillo,Flying Leap
6548,Chile,"Tarry, rubbery cherry and chocolate aromas turn towards olive as this breathes. Raw, rubbery and mildly astringent in feel, this tastes like plum and tomato with herbs and salt.",85,12.0,Rapel Valley,Michael Schachner,Viña Casablanca 2013 Cefiro Reserva Carmenère (Rapel Valley),Carmenère,Viña Casablanca
6549,US,"Extremely showy white tuberose flowers and tropical candied guava fruit combine into a bubblegum-like nose on this wine. The palate is overwhelmingly tropical, bordering on treacly in presentation.",85,38.0,California,Matt Kettmann,Ascension Cellars 2014 Halo Cass Vineyard Viognier (Paso Robles),Viognier,Ascension Cellars
6550,US,"Lean and sheen, this light-footed dry Riesling is a showcase of minerality over fruit. It's demure in concentration but refreshing, finishing brisk and clean.",85,19.0,New York,Anna Lee C. Iijima,Barnstormer 2014 Dry Riesling (Seneca Lake),Riesling,Barnstormer
6551,US,"Fruit-bowl aromas, fresh but neutral flavors and a fairly soft texture make this light-bodied wine pleasant and easy to drink.",85,10.0,California,Jim Gordon,Clos du Lac 2014 Estate Sauvignon Blanc (Sierra Foothills),Sauvignon Blanc,Clos du Lac
6552,Chile,"This Viognier from the outlands region of Elqui is minerally but low on fruit aromas. A fresh, linear palate offers lettuce, lime and other limited green-leaning flavors, while the finish is lasting and firm, with zesty acidity.",85,10.0,Elqui Valley,Michael Schachner,Falernia 2014 Reserva Viognier (Elqui Valley),Viognier,Falernia
